Start,License Number,Expdttm,Issdttm,Company,Inactive,Inactive Date
09/18/2009,364997,12/31/2010,,DEVCO AFRICAN MKT/GROCERY ST,Y,07/27/2011
09/18/2009,362056,11/15/2011,09/21/2011,DEVCO AFRICAN MKT/GROCERY ST,N,
12/15/2009,362152,10/31/2011,09/28/2011,CARIBBEAN CAR SERVICE & LIMO,Y,10/31/2011
11/01/2009,362136,,09/27/2011,DEBIEC THOMAS W,N,
11/01/2009,362153,11/20/2009,,ALL STAR WINGS,Y,01/20/2010
10/15/2009,362094,02/05/2013,02/01/2010,GARCIA ZAVALA IGNACIO,N,
07/26/2013,377121,,10/02/2013,KIM ANH THI TRAN,N,
11/21/2009,362249,,01/21/2010,SHOECOHOLIC,N,
08/01/2008,362208,,01/27/2010,NEW HORIZON INV GROUP LLC,N,
12/01/2009,362188,12/31/2012,01/13/2010,LA CIBAENA,Y,03/25/2013
02/01/2009,362180,,03/19/2013,FRANCISCO RIVERA,N,
11/01/2009,362179,12/09/2014,02/01/2010,GREAT CHINA READING LLC,Y,12/09/2014
01/01/2008,362354,,12/03/2009,HAHN EXTERIORS INC,N,
10/06/2009,362261,,09/27/2011,MYRON C TAYLOR,N,
03/01/2009,362253,12/31/2012,04/06/2010,JORGE FIGUEROA,Y,12/04/2013
07/28/2009,362355,,11/25/2013,FAMILY DESIGN RESOURCES INC,N,
08/01/2009,362224,,12/07/2011,FELIX HERNANDEZ,N,
10/01/2008,362220,,11/03/2011,DIANA ORTIZ/NEFTALI VALENTIN,N,
01/01/1996,362368,,12/04/2009,ELM VIEW APARTMENTS LP,N,
01/01/2005,362387,,12/11/2009,JOSEPH GALLAGHER,N,
12/08/2009,362407,,,SANTOS VIDOT-VALENTIN,N,
08/01/2008,362409,11/10/2014,02/16/2010,J & J PROGRESSIVE INVESTORS,N,
10/15/2009,362363,11/01/2011,,MATHIAS MARY & ANDREW,Y,07/31/2012
12/05/2009,362380,,10/10/2011,ROMAN ANA,N,
10/01/2009,362343,,09/22/2011,ALMONTE JOSE A,N,
01/07/2010,362477,,01/04/2012,9TH ST SUBS,N,
12/14/2009,362414,02/11/2013,12/17/2009,JULS CREATIVE CONCEPT,Y,12/03/2012
12/04/2009,362361,,01/21/2010,PRICETOWN EPHERTA GAS & FOOD,N,
07/01/2009,362383,,09/22/2011,OROPESA SAMUEL R,N,
08/01/2009,362323,,09/22/2011,POLANCO WILLIAM,N,
10/01/2009,361662,11/05/2009,,LA LINEA MULTISERVICES PLUS,N,
10/31/2009,361665,,,INEABELLE MELENDEZ-LOPERONA,N,
10/31/2009,361666,,,RAMON MORILLO GIL,N,
11/01/2008,361676,,09/27/2011,OKOROJI IHUARULAM C,N,
01/01/2008,361680,,,"READING ALLOYS, INC.",N,
,361912,,09/24/2009,GRAZIELLINA KERBER,N,
09/01/2009,361915,,09/24/2009,FIRST RATE DRYWALL,N,
01/28/2009,361956,11/04/2011,01/06/2010,C & B MULTI SERVICE,N,
10/01/2009,362004,,09/27/2011,JOSE LUIS TINOCO,N,
06/01/2004,342923,12/31/2007,06/28/2006,GUMERSINDO ROCHA,Y,10/12/2009
06/05/2008,354671,01/01/2009,05/22/2008,SCHAEFFER CONCESSIONS,Y,10/30/2013
06/01/2004,331877,01/01/2006,03/24/2005,DONNA STRENKO,N,
07/01/2009,362027,,,URBAN REUP,Y,08/29/2013
05/28/2009,362036,,02/01/2010,FELIX A SIMO,Y,08/29/2013
01/01/2009,362038,,12/07/2011,SCHAEFFER KEITH A,N,
10/01/2009,362084,,10/23/2009,WINDSOR SEVICE,N,
09/01/2008,362134,,02/02/2010,HARKCOM MELANIE W,N,
02/12/2008,362170,,11/05/2009,SECURITY GUARDS INC,N,
01/01/2006,362177,11/14/2014,12/02/2013,DONALD W BERTRAM,Y,11/14/2014
11/07/2009,362181,,01/06/2010,PEDRO MARTINEZ ARROYO,N,
08/01/2009,362005,11/09/2011,,TOLENTINO CARLOS,N,
01/01/2012,368906,,10/28/2011,WILSON E RIVERA,N,
09/01/2011,368907,,10/28/2011,JOSE A GONZALEZ,Y,08/30/2012
10/17/2011,368923,,10/28/2011,MARIE C GEDEON,Y,02/27/2014
10/15/2011,368948,,10/28/2011,CORNER HOUSE,Y,02/07/2013
11/14/2012,374138,,11/09/2012,TACO'S MEXICANO,N,
12/01/2012,374140,,11/09/2012,DAVID CHACON,Y,02/27/2014
11/26/2012,374143,,11/13/2012,R & M OUTLET,N,
02/01/2009,359309,,04/23/2009,HIRNEISEN ELECTRIC INC,N,
02/27/2009,359316,,04/23/2009,ENGLE MARTIN & ASSOCIATES INC,N,
02/01/2007,358773,09/25/2013,,STAUFFER MATTHEW,Y,09/25/2013
03/16/2009,358771,,01/22/2013,FELICIT DE OROZCO MARIA,N,
04/01/2009,358761,01/12/2012,,THE MEDICAL SQUAD INC,Y,01/12/2012
05/01/2009,358758,08/30/2009,,WEAVER'S ORCHARD INC,N,
01/01/2009,358726,10/23/2013,,FIGUEROA HERIBERTO,Y,10/23/2013
01/01/2009,358717,,11/15/2012,LAMARRE MARISE,N,
03/01/2009,358716,,02/17/2011,UNIQUE NAILS,N,
01/01/2009,359465,,,RANDSTAD PROFESSIONALS US LP,N,
,358691,11/14/2011,11/14/2011,DELICIOSO RESTAURANT,N,
03/01/2009,358689,01/01/2011,01/21/2010,VARGAS SEVERIMA,Y,03/04/2014
03/05/2009,358688,,02/18/2010,ALMONTE JOSE A,N,
05/01/2008,359468,,,ROMANO BRYANT,N,
03/26/2009,358685,,04/30/2013,GERMANN ROBERT A JR,N,
01/01/2008,358674,,06/07/2010,CIRILLO REBECA,N,
01/07/2009,358656,,02/23/2010,JOSE LUIS PENA,N,
04/01/2009,359469,12/31/2009,,BAREBAGS,Y,06/08/2011
01/01/2007,358652,11/12/2013,,ALLEN AMARILYS,Y,11/12/2013
04/01/2009,358650,,04/21/2011,MORALES ILEANA,N,
01/01/2009,358648,,11/25/2013,HERITAGE VUE PROPERTIES LLC,N,
04/10/2009,358643,11/07/2011,,ALL IN ORDER,N,
11/01/2012,374131,,11/08/2012,HILLS CONSULTANTS,N,
11/08/2012,374133,,11/08/2012,FISHER'S WOODWORKING & REMODEL,N,
09/09/2007,351378,01/01/2008,10/17/2007,LIGHT READING OF WHITEHALL,Y,11/09/2012
11/13/2012,374155,,11/13/2012,ROCKAS GRAPHIX & PRINTS,N,
03/15/2013,375179,,03/08/2013,JONATHAN KROPIN,N,
01/01/2009,358027,,11/22/2013,DATIL JOSEPH,N,
03/01/2009,358022,11/06/2014,11/14/2011,SANCHEZ ANNY FABRE,N,
03/01/2009,358210,01/01/2013,02/17/2012,MODEA PROPERTIES LLC,N,
01/01/2009,358186,,,MATEO DOMINGO,Y,11/22/2013
01/01/2008,358870,,10/31/2012,HERRERA DANNY,N,
01/01/2009,358161,01/01/2011,02/17/2010,GARCIA ROSALIA,N,
09/15/2008,358142,12/21/2012,,LOPEZ RUBY ANN,Y,12/21/2012
01/01/2008,358889,,07/30/2009,GUNTON/PELLA WINDOW & DOOR,N,
01/23/2009,358080,01/22/2014,11/22/2013,DJ INVESTMENT PROPERTIES,Y,01/22/2014
01/01/2009,358045,07/07/2009,,GOOD LUCK MINI MARKET,Y,07/06/2009
04/13/2009,359010,07/31/2012,,WING-N-THINGS,Y,07/31/2012
01/01/2008,359086,04/24/2009,,MICHAEL GEHRIS,Y,04/24/2009
,359102,12/31/2009,04/15/2009,CARMEN'S PINCHOS,Y,04/16/2009
01/01/2008,359238,12/31/2009,04/20/2009,BUREAU OF INVESTIGATIONS,N,
,359239,,01/12/2012,WALDMAN ELECTRIC CO,N,
01/01/2009,359293,,,SERGIO PEREZ,N,
01/01/2009,359294,,,GLADYS PEREZ,N,
04/27/2009,359269,11/14/2013,,OLD SCHOOL 2 NEW SCHOOL,Y,11/14/2013
01/01/2008,359194,,06/16/2009,BRENT STYAN,N,
01/31/2008,359056,12/31/2010,,MPGS REALITY,N,
04/09/2009,358974,,01/27/2010,HOME CARE SOLUTIONS,Y,01/20/2012
03/10/2009,359135,,02/27/2013,LOPEZ LOURDES,N,
05/01/2009,359737,,03/20/2013,PEDRO CORNIEL R,N,
05/01/2009,359739,01/22/2014,12/12/2011,CORNIEL MANAGEMENT,Y,02/27/2014
04/01/2009,359639,,02/02/2012,RUOSS JAMES,N,
09/02/2008,359688,,01/28/2010,"RNK INVESTMENT PROPERTIES, LLC",N,
05/01/2009,359633,11/13/2013,11/09/2011,RIVERA RAFAEL A,Y,11/13/2013
01/01/2009,359630,,11/15/2012,RANGEL HORTENCIA,N,
01/01/2007,359565,,,LASALLE MERCEDES,Y,11/25/2013
04/01/2009,359509,,02/20/2013,BURDIER BIENVENIDO,N,
08/20/2008,360668,,03/07/2011,RAMOS NANCY,N,
01/01/1995,359896,,06/18/2009,541 ASTOR LP,N,
06/01/2009,359821,05/22/2013,03/12/2010,MARINIC INVESTMENT PROPERTIES,Y,05/22/2013
06/01/2009,359823,11/13/2013,02/08/2010,STEWART MICHELE,Y,11/13/2013
04/01/2009,359742,,09/20/2012,ZIMMERMAN DARYL C,N,
09/01/2006,359712,,11/14/2011,LINA FELIX,N,
11/01/2008,359698,,06/18/2009,JOHNSON LAVENRE,N,
06/01/2008,359614,,01/27/2012,CITFOOD MARKET INC,N,
04/30/2009,359610,,06/18/2009,JOSHUA TRUST LLC,N,
01/01/2009,359525,01/01/2010,06/18/2009,HOOVEN PHILIP,N,
06/05/2009,360681,,,EDWIN NEGRON C/O BCCIL,N,
01/01/2009,360700,,06/19/2009,GAO ENTERPRISES,N,
01/01/2006,360856,,06/25/2009,G&G CLASSICS,N,
08/02/2008,360871,,06/26/2009,SCHLOUCH INCORPORATED,N,
01/01/2009,360892,,06/29/2009,EXPEDITORS INTL OF WASHINGTON,N,
05/01/2008,360899,,06/29/2009,SOTTO PROPERTIES LLC,N,
06/08/2009,360947,,01/12/2010,MACGUN PROPERTIES LLC,N,
01/01/2008,359007,,03/01/2011,MENDEZ YESENIA,N,
08/01/2009,358968,,,TORRES CANDIDO P,Y,08/29/2013
02/01/2008,358951,12/30/2013,11/25/2013,VARGAS FERNANDO,N,
01/01/2007,358885,,05/31/2012,ABREU ALEJANDRO,N,
04/16/2009,359141,,01/27/2010,PENA RAFAEL,N,
01/01/2009,359288,12/30/2013,11/25/2013,MILLER THOMAS R,Y,12/30/2013
02/01/2009,358818,,11/15/2013,HUYNH JONATHAN,N,
01/01/2008,358849,,11/15/2012,JIMENEZ JUAN B,N,
01/01/2009,358830,,11/15/2012,FRAGOSA XIMENA,N,
11/01/2008,358875,,,CONFESOR RAMIREZ,N,
04/01/2009,358900,,11/29/2011,JERSEY INK,N,
05/01/2008,360610,05/31/2008,,"KAUFFMAN ALLAN R, ESQ",Y,01/06/2010
08/29/2008,359270,,06/14/2013,NUNEZ ADIA,N,
09/10/2007,359201,,,CHAVEZ GILBERTO,Y,11/25/2013
08/01/2008,359138,,11/15/2012,IRRIZARRI DOMINGO,N,
01/01/2001,358884,,05/09/2012,ROBLEDO CARMELINE,N,
03/27/2009,360612,,06/20/2012,WYNTER SIMONE,N,
09/01/2008,358859,,01/12/2010,CITY RENAISSANCE PROPERTIES IN,N,
03/01/2009,358853,,11/25/2013,ELSTON CHRISTOPHER/JENNIFER,N,
06/01/2008,358817,,01/22/2010,AUTIE JUAN/GLADYS,N,
03/01/2009,358785,01/01/2011,01/12/2010,GONZALEZ BERTILIA,Y,01/11/2012
05/29/2009,360140,,11/25/2013,A & J CONTRACTING,N,
06/01/2009,360120,06/18/2014,11/25/2013,PEREZ HECTOR,Y,06/18/2014
01/01/2009,359981,04/19/2011,,HERNANDEZ ILMA S,N,
03/01/2009,359795,,,MOHAN ISAAC,Y,08/14/2013
01/01/2009,359716,08/15/2012,11/03/2011,JIMENEZ MARIA/MARINO,Y,08/15/2012
09/01/2008,359727,,11/25/2013,SCHULTZ KENDRA N,N,
04/27/2009,360461,12/31/2009,12/19/2012,CHEFLARRYS,Y,12/21/2012
02/26/2009,358211,01/01/2013,12/19/2012,NATIVE INKS,Y,12/21/2012
05/20/2009,359414,02/28/2010,,JOSE'S USED FURNITURE,Y,10/29/2010
01/20/2011,366159,,02/03/2011,HERNANDEZ MIGUEL,N,
11/01/2010,366161,,02/04/2011,L & R HOMES LLC,N,
12/01/2010,367105,,05/20/2011,REVA CATALYST READING LP,N,
05/20/2011,367133,,05/24/2011,TREVAENA-JAMES YEAKEL JR,N,
05/26/2011,367160,11/13/2014,05/26/2011,PALM HEATING & HOME,N,
12/01/2010,365981,,04/12/2012,"KM PROPERTY INVESTMENTS, LLC",N,
05/01/2011,367249,,09/07/2011,ANIL ISARDAT,N,
03/10/2011,367317,,09/08/2011,"MARABELLA, FRANK & PAUL",N,
11/08/2010,367320,,09/08/2011,CARR PROPERTIES LLC,N,
06/25/2011,367328,,09/08/2011,LEE BEERS,N,
06/01/2011,367399,,06/21/2011,MARGARET J IMPINK,N,
01/01/2011,367431,,06/22/2011,FORINO CO LP,N,
06/20/2011,367444,,06/22/2011,SPERO CORP,N,
01/01/2007,367609,,09/27/2011,PEDRO RODRIGUEZ,N,
08/15/2011,368196,,08/11/2011,T RINALDO CONSTRUCTION,Y,03/03/2014
08/11/2011,368197,,09/09/2011,WILLIE TYLER,N,
09/01/2011,368352,,10/28/2011,NOE FERNANDEZ,N,
09/01/2011,368373,,10/28/2011,SHAHRIAR RAHMAN,N,
09/15/2011,368423,,10/28/2011,JUNIOR'S MEAT MARKET,N,
10/15/2011,368425,,10/28/2011,ALVAREZ MULTISERVICE,Y,02/21/2013
09/06/2011,368428,06/06/2013,10/28/2011,MIRACIA RICHARD,Y,06/06/2013
09/01/2011,368576,11/12/2014,10/28/2011,CAROLYN JOHNSON,N,
09/15/2011,368577,,09/15/2011,ROD IRWIN LAND CLEARING,N,
01/01/2011,368578,,09/15/2011,JAMES R IRWIN,N,
01/01/2011,366301,,03/04/2011,WALTER R BEAN IV,N,
03/01/2011,366269,,09/23/2011,CLINTON ADRIANNE,N,
01/25/2011,366270,,02/28/2011,4TH ST GROCERY,Y,04/01/2014
05/10/2005,327350,,07/03/2007,TEAR DROPS GIFT SHOP,N,
06/01/2005,334809,,,COLONIAL VALLEY ABSTRACT COMP,N,
06/01/2005,334810,,,AME ABSTRACT LLC,N,
06/01/2005,334812,,,SPEEDY CONVEYANCING,N,
04/06/2005,334895,01/01/2006,06/03/2005,BUDDAH'S APPLIANCES & ELECTRON,Y,10/16/2006
06/10/2005,334921,01/01/2006,06/06/2005,RAFAEL CORCINO,N,
05/24/2005,334923,05/24/2005,06/06/2005,SOUTHWESTERN COMPANY,Y,08/22/2006
06/01/2005,334926,08/21/2012,06/06/2005,TROPICAL MARKET,Y,08/21/2012
06/01/2005,349320,,,TROPICAL MARKET,Y,12/31/2007
01/01/2005,334929,01/01/2006,06/06/2005,DONALD R FLOWERS METRO TAXI,N,
05/30/2005,334938,01/01/2006,06/06/2005,FRANCISCO JAQUEZ,Y,11/29/2012
06/01/2005,334939,01/01/2006,06/06/2005,FRANK NY STYLE PIZZA II,Y,11/30/2006
05/16/2005,334942,01/01/2006,06/06/2005,ULTIMATE SALON,N,
11/01/2004,334954,01/01/2006,06/06/2005,DEVIAS F AZOR,N,
03/31/2004,334958,01/01/2006,06/06/2005,GREEN TREE VENTURES LLC,Y,11/15/2006
05/01/2005,334963,12/31/2006,06/06/2005,DAWN BAILEY/IDA HENDRICKS,Y,04/04/2007
01/01/2005,334969,08/06/2012,06/06/2005,STYRON PROPERTY MGMT LLC,N,
08/01/2004,334973,,06/06/2005,TRISHA FERRO,N,
01/01/2004,334974,10/28/2009,06/06/2005,TERRI MURGITROYDE,Y,05/28/2013
05/01/2005,334976,01/01/2006,06/06/2005,JOANNY R GORIS,N,
06/18/2005,334980,,06/06/2005,STEPHEN J GOOD,N,
04/08/2005,334983,,,CONFIER REALTY LLC,N,
05/01/2005,334986,,,US HEALTHWORKS,N,
04/18/2005,334998,,,MAMIE HENDRICKS,N,
10/18/2004,335005,,,HOPE KRELL,N,
01/20/2005,335006,,,MICHAEL ESHBACH,N,
10/18/2004,335007,,,CHRISTINE DELUCA,N,
06/06/2005,335015,,,I MORTGAGE SERVICES,N,
,348277,12/31/2007,05/01/2007,FRANK'S NY STYLE PIZZA,N,
01/28/2005,333908,,05/10/2005,TOUCH OF PURPLE,Y,02/24/2014
05/21/2005,334912,05/10/2013,06/03/2005,GERALD ZERR,Y,05/10/2013
05/27/2005,334706,,,NESHAMINY ABSTRACT COMPANY INC,N,
05/27/2005,334713,,,NORTH AMERICAN ABSTRACT GROUP,N,
05/20/2005,334913,,06/03/2005,RIGHT TIME REMODELING,N,
05/19/2005,334915,12/31/2006,06/03/2005,ISOPO BROTHERS INC,Y,01/08/2007
04/06/2005,335002,,,GLORIA PATRICK,N,
01/01/2004,335182,01/01/2006,06/15/2005,SHOW TECHNOLOGY,Y,09/04/2012
,355590,12/31/2008,07/17/2008,THE GREEK GOURMET,N,
,343850,12/31/2006,08/14/2006,THE GREEK GOURMET,N,
,348607,12/31/2007,05/21/2007,THE GREEK GOURMET,N,
,512,12/31/2006,06/16/2005,THE GREEK GOURMET,Y,07/14/2005
,525,12/31/2006,08/31/2005,THE GREEK GOURMET,Y,05/18/2007
01/01/2003,335283,06/30/2007,06/20/2005,GL PUBLIC SERVICES,N,
01/01/2005,335728,,,HAT WORLD INC,N,
12/23/2004,335729,,,THE CONSOLIDATED FREIGHTWAYS,N,
01/01/2005,335730,,,SHEETZ INC,N,
05/11/2005,335731,07/01/2005,,PETRA ROMAN,Y,11/01/2005
05/06/2005,335742,12/31/2006,,JOSE GONZALEZ-REYES,Y,02/21/2007
07/06/2005,335743,01/01/2006,07/01/2005,EYMAN FENCE CO,Y,11/29/2012
07/01/2005,335744,12/31/2005,07/01/2005,TRIANGLE FIRE PROTECTION INC,Y,01/11/2007
06/16/2005,335746,01/01/2006,07/01/2005,HOPEWELL CONTRACTING,Y,11/30/2012
06/13/2005,335750,01/01/2006,07/01/2005,GABRIEL FRIAS,Y,11/29/2012
06/01/2005,335751,,07/01/2005,S A COMUNALE CO INC,N,
06/03/2005,335753,12/31/2006,07/01/2005,ATLAS SIGNS INC,Y,01/17/2007
07/01/2005,335754,12/31/2005,07/01/2005,TEXAS ROADHOUSE,Y,01/19/2007
07/10/2005,335760,01/01/2006,07/01/2005,L G CONSTRUCTION,Y,05/10/2013
06/29/2005,335762,,07/01/2005,JWJ MANSONRY,N,
07/06/2005,335764,01/01/2006,07/01/2005,BILL ULRICH CONSTRUCTION CO,Y,11/29/2012
07/10/2005,335765,10/29/2010,07/01/2005,STEVEN REED BLD CONT,Y,10/29/2010
07/01/2005,335766,01/01/2006,07/01/2005,CDG COMMERCIAL BUILDERS INC,Y,11/29/2012
09/01/2005,335767,06/30/2008,07/01/2005,CRITICAL DESIGN ASSOCIATES,N,
06/01/2005,335769,,07/01/2005,NEW XPRESSIONS,Y,11/30/2012
06/01/2005,335771,11/09/2011,07/01/2005,YAO TOWING INTL AND RECOVERY,N,
06/01/2005,335816,,07/06/2005,THE BREWERY INN,N,
06/22/2005,335385,,,SELECT TRANSFER,N,
06/23/2005,335403,,,SECO LINK SETTLEMENT SRV LLC,N,
01/01/2004,335783,12/31/2007,07/05/2005,ZMW INC,Y,09/22/2008
06/09/2005,335785,,07/05/2005,SANTOS MILTON CONSTRUCTION,N,
06/01/2005,335786,07/31/2006,07/05/2005,MATOS USED AUTO,Y,07/31/2006
06/02/2005,335787,01/01/2006,07/05/2005,LAS DOS MI MEXICO,Y,10/16/2006
06/04/2005,335788,01/01/2006,07/05/2005,CINDA THE CHALK DUST PRINCESS,Y,11/03/2006
09/01/2005,335789,,07/05/2005,SHORT'S STOVES CHIMNEYS & FIRE,N,
03/31/2005,335790,,07/05/2005,MANNY & WELDA DUQUE,N,
01/01/2005,340249,12/31/2006,12/12/2006,ANGELICA'S TACOS,Y,09/14/2007
01/01/2005,335791,,07/05/2005,ANGELICA'S TACOS,Y,02/14/2007
06/29/2005,58203200,12/31/2006,01/01/1991,CAFE DE GEMELLI,Y,09/17/2007
06/29/2005,335792,,07/05/2005,CAFE DE GEMELLI,Y,09/25/2013
06/20/2005,335793,12/31/2005,07/05/2005,PERICIA JIVCOVICI,Y,01/22/2007
06/20/2005,335794,01/01/2006,07/05/2005,LA ALTAGRACIA GROCERY,N,
07/01/2005,A3606570,12/31/2006,01/01/1994,CENTENO GROCERY,Y,09/01/2008
07/01/2005,335809,07/15/2008,07/05/2005,CENTENO GROCERY,N,
07/01/2005,335810,01/01/2006,07/05/2005,EAGE FURNITURE CORP,Y,12/07/2006
11/08/2001,335813,,07/05/2005,WAWA INC,N,
07/11/2005,335814,02/28/2009,07/05/2005,TASTY MAID BAKERY LLC,N,
06/01/2005,19419250,12/31/2005,01/01/1991,STADIUM DINER,Y,01/01/2006
06/01/2005,335815,12/05/2005,07/05/2005,STADIUM DINER,Y,11/03/2006
,344750,12/31/2006,12/08/2006,ANDREW'S GROCERY,Y,03/21/2007
07/22/2005,336485,01/01/2006,07/28/2005,VALCAR PROPERTY MANAGEMENT,N,
01/14/2005,336488,,,YANEIRA NAZARIO,Y,08/17/2005
04/01/2005,336490,,,AMBULATORY ANESTHESIA SPECIALI,N,
07/29/2005,336519,,,UNITED LAND ABSTRACT SERVICES,N,
07/29/2005,336522,,,MORTGAGE SETTLEMENT SERVS INC,N,
07/29/2005,336527,,,RHINO SETTLEMENT SRVS INC,N,
01/01/2005,336528,,,CINFICI WILLIAM,N,
11/26/2013,377623,,11/26/2013,VILLALBA DELI GROCERY,N,
11/26/2013,377979,,,VILLALBA DELI GROCERY,N,
10/07/2013,377638,,11/26/2013,MI CASA SU CASA GOGGLEWORKS,N,
11/20/2013,377530,,11/20/2013,GATEWAY PROPERTY SOLUTIONS,N,
05/29/2014,377535,,11/20/2013,N 6TH PROPERTY,N,
02/01/2014,378453,,02/24/2014,FALLEN ANGELS TATTO & PIERCING,Y,09/03/2014
04/01/2014,378580,,,MAX BUTCHER SHOP CO,N,
04/01/2014,378578,,03/13/2014,MAX BUTCHER SHOP CO,N,
03/24/2014,378701,,03/24/2014,BRIAN & ANGELA ZIMMERMAN,N,
03/01/2014,378809,,04/03/2014,LEO KLAWITER,N,
06/01/2014,378817,,04/03/2014,SPROILINS INNOVATIONS LLC,N,
04/05/2014,378851,,04/04/2014,SCOTT'S LICKETY SPLIT,N,
05/20/2014,379196,,05/09/2014,KENNEDY FRIED CHICKEN AND PIZZ,N,
05/20/2014,379200,12/31/2014,,KENNEDY FRIED CHICKEN AND PIZZ,N,
05/09/2014,379201,,05/09/2014,GEORGE METRO TAXI,N,
06/14/2014,379661,,06/05/2014,BROTHER'S AUTO SUPPLY,N,
07/01/2014,379975,,07/08/2014,NEW HUNAN,N,
09/15/2014,380603,,09/15/2014,NATURAL WEARS,N,
11/15/2014,380606,,09/15/2014,ROYAL ENTITY RECORDS,N,
10/04/2014,380779,,09/30/2014,GLORY FIBERS & DESIGN,N,
10/04/2014,380781,,09/30/2014,ARTWORK BY KRISTEN EGAN,N,
10/04/2014,380782,,09/30/2014,ANGELA SHOPE,N,
09/30/2014,380784,01/01/2015,09/30/2014,KINDRED SPIRIT DESIGN,N,
10/04/2014,380785,,09/30/2014,TERESA HAAG,N,
09/30/2014,380788,01/01/2015,09/30/2014,BANG BANG 714,N,
10/02/2014,380832,,10/02/2014,CEDAR LANE PENS,N,
10/02/2014,380837,,10/02/2014,DAVID RUSSELL,N,
10/02/2014,380839,,10/02/2014,LOGOS PHOTOGRAPY,N,
10/02/2014,380841,,10/02/2014,FREDERICK D. SWARR,N,
01/06/2014,377911,,01/06/2014,MARIUS M MOLDOVEANU,N,
01/06/2014,377914,01/01/2015,01/06/2014,ACADIA BUILDERS,N,
,377917,01/01/2015,01/07/2014,TRIPLE H ALARM,N,
01/01/2014,377918,,01/07/2014,ELSIDA BOATSWAIN,N,
,377919,01/01/2015,01/07/2014,POWERHOUSE RETAIL SERVICES,N,
01/15/2014,377937,,01/09/2014,2300 AUTO LLC ANGELINE WALKER,N,
01/09/2014,377939,,01/09/2014,CHARLES S NELSON III,N,
01/01/2014,377941,,01/09/2014,MANZUETA GROCERY & DELI,N,
01/01/2014,378540,,,MANZUETA GROCERY & DELI,N,
,377947,03/24/2014,01/10/2014,MELISSA A HARTMAN,Y,03/24/2014
01/01/2014,377950,,01/10/2014,URBAN SPACES LLC,N,
01/07/2014,377916,,01/07/2014,JUAN C GONZALEZ,N,
01/20/2014,377920,,01/07/2014,SRJ ELECTRICAL & CONSTRUCTION,N,
01/08/2014,377925,,01/08/2014,LA MEXICANA EXPRESS,N,
01/01/2014,377931,,01/08/2014,EL TRONCO DE LILY'S,N,
05/15/2014,377946,,01/10/2014,BERKS DISCOUNT PHARMACY,N,
10/01/2014,378926,01/01/2015,04/11/2014,DANIEL SHAFFER,N,
05/09/2014,379205,,05/09/2014,JUAN DAVILA TAXI DRIVER,N,
06/06/2014,379666,,06/05/2014,ASPEN CONTRACTING INC,N,
06/06/2014,379807,,,ASPEN CONTRACTING INC,N,
09/01/2014,380604,,09/15/2014,"SBM MANAGEMENT SERVICES,LP",N,
10/02/2014,380780,,10/02/2014,ANNE HAVEL,N,
10/02/2014,380843,,10/02/2014,GINA STRUEBEL DESIGNS,N,
10/02/2014,380844,,10/02/2014,GIRL GONE WIRED,N,
10/02/2014,380845,,10/02/2014,MIDDLE EARTH LEATHER WORKS,N,
10/02/2014,380847,,10/02/2014,MAGGIE GALLEN,N,
10/02/2014,380851,,10/02/2014,KOSHEBA CREATIONS,N,
10/02/2014,380853,01/01/2015,10/02/2014,HOT GLASS ALLEY,N,
10/02/2014,380861,11/19/2014,10/02/2014,LISA MULLER,Y,11/19/2014
10/02/2014,380868,,10/02/2014,JEANNE SCANNELL,N,
10/31/2014,381208,01/01/2015,11/18/2014,HOME PRESTIGE CLEANING LLC,N,
12/01/2014,381274,,12/01/2014,MALTHA MERCEDES SOLIMAN,N,
12/08/2014,381285,,12/02/2014,D S SMITH CONSTRUCTION,N,
10/01/2014,381287,,12/02/2014,AC REAL ESTATE HOLDINGS LLC,N,
12/04/2014,381310,,12/04/2014,ROMANO'S PIZZA,N,
12/04/2014,381322,,,ROMANO'S PIZZA,N,
11/07/2014,381356,,12/10/2014,JOSHUA MENDEZ,N,
12/01/2014,381359,,12/10/2014,LUNA ENTERTAIMENT INC,N,
12/01/2014,381360,,12/10/2014,JONA'S AUTO SERVICE & INSP,N,
06/15/2014,378927,,04/11/2014,EDISON M GOMEZ-SOTO,N,
05/01/2014,378929,,04/11/2014,MICHAEL STEDNITZ,N,
02/01/2014,378930,,04/11/2014,AIA TURNKEY INVESTMENT SOLUTIO,N,
,44209300,,01/05/2006,WENDY'S #585,N,
,524,12/31/2005,08/24/2005,READING LIEDERKRANZ,Y,12/31/2005
,356390,09/22/2008,08/26/2008,READING LIEDERKRANZ,N,
08/29/2005,337286,,,MAIN STREET ABSTRACT SERVICES,N,
09/01/2005,337317,,,CHECKERED FLAG SETTLEMNT LLC,N,
09/01/2005,337322,,,MIDDLE ATLANTIC SETTLEMNT SERV,N,
09/01/2005,337323,,,PRIORITY FIRST REAL ESTATE SER,N,
09/01/2005,337428,12/31/2005,09/09/2005,VISION MECHANICAL INC,Y,01/18/2007
09/10/2005,337430,,09/09/2005,DANIEL GORMAN FINE ART,N,
09/10/2005,337431,,09/09/2005,BARBARA THUN,N,
,A5208420,,01/05/2006,A PLUS MINI MARKET,N,
09/15/2005,337434,,,TERRE HILL MENNONITE HIGH SCHO,N,
08/27/2005,337435,,09/12/2005,E & E ENTERPRISE CORP,N,
